Name,Gender,Origin,Meaning,Description,Source_url
Rach,Female,American,Ewe,The name Rach means Ewe and is of American origin. Rach is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rach
Rachael,Female,Hebrew,Ewe,The name Rachael means Ewe and is of Hebrew origin. Rachael is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rachael
Rachana,Female,Indian,Creation,The name Rachana means Creation and is of Indian origin. Rachana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rachana
Rachel,Female,Hebrew,Ewe,The name Rachel means Ewe and is of Hebrew origin. Rachel is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rachel
Rachelle,Female,French,Ewe,The name Rachelle means Ewe and is of French origin. Rachelle is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rachelle
Rachna,Female,Indian,Creation,The name Rachna means Creation and is of Indian origin. Rachna is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rachna
Racquel,Female,French,Ewe,The name Racquel means Ewe and is of French origin. Racquel is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/racquel
Rad,Male,English,Diminutive Form Of Radley,The name Rad means Diminutive Form Of Radley and is of English origin. Rad is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rad
Rada,Female,Bulgarian,"Care, Joy","The name Rada means Care, Joy and is of Bulgarian origin. Rada is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/rada
Raddix,Unisex,American,Created Name,The name Raddix means Created Name and is of American origin. Raddix is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/raddix
Radha,Female,Indian,Prosperity,The name Radha means Prosperity and is of Indian origin. Radha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/radha
Radia,Female,Arabic,"Happy, Bright","The name Radia means Happy, Bright and is of Arabic origin. Radia is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/radia
Radka,Female,Bulgarian,"Care, Joy","The name Radka means Care, Joy and is of Bulgarian origin. Radka is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/radka
Radko,Male,Bulgarian,"Care, Joy","The name Radko means Care, Joy and is of Bulgarian origin. Radko is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/radko
Radley,Male,English,From The Red Field,The name Radley means From The Red Field and is of English origin. Radley is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/radley
Radwan,Male,Persian,Keeper Of A Vineyard,The name Radwan means Keeper Of A Vineyard and is of Persian origin. Radwan is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/radwan
Rae,Female,English,Diminutive Form Of Rachel Or Raymond,The name Rae means Diminutive Form Of Rachel Or Raymond and is of English origin. Rae is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rae
Raeanne,Female,American,Combination Of Rae And Anne,The name Raeanne means Combination Of Rae And Anne and is of American origin. Raeanne is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/raeanne
Raed,Male,Arabic,Pioneer,The name Raed means Pioneer and is of Arabic origin. Raed is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/raed
Raewyn,Female,Welsh,Combination Name,The name Raewyn means Combination Name and is of Welsh origin. Raewyn is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/raewyn
Rafael,Male,Spanish,God Has Healed,The name Rafael means God Has Healed and is of Spanish origin. Rafael is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rafael
Rafe,Male,English,Wolf Counsel,The name Rafe means Wolf Counsel and is of English origin. Rafe is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rafe
Rafer,Male,German,Of Unknown Meaning,The name Rafer means Of Unknown Meaning and is of German origin. Rafer is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rafer
Raffaello,Male,Italian,God Has Healed,The name Raffaello means God Has Healed and is of Italian origin. Raffaello is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/raffaello
Rafferty,Unisex,Irish,Abundance,The name Rafferty means Abundance and is of Irish origin. Rafferty is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/rafferty
Rafi,Male,Arabic,Exalted,The name Rafi means Exalted and is of Arabic origin. Rafi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rafi
Rafiki,Unisex,African,Friend,The name Rafiki means Friend and is of African origin. Rafiki is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/rafiki
Rafiq,Male,Arabic,Dear Friend,The name Rafiq means Dear Friend and is of Arabic origin. Rafiq is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rafiq
Rafiqa,Female,Arabic,Dear Friend,The name Rafiqa means Dear Friend and is of Arabic origin. Rafiqa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rafiqa
Rafiya,Female,Swahili,Dignified,The name Rafiya means Dignified and is of Swahili origin. Rafiya is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/rafiya
Raghnall,Male,Irish,Advice Rule,The name Raghnall means Advice Rule and is of Irish origin. Raghnall is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/raghnall
Ragnar,Male,Scandinavian,Army Rule,The name Ragnar means Army Rule and is of Scandinavian origin. Ragnar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ragnar
Ragni,Female,Indian,Melody,The name Ragni means Melody and is of Indian origin. Ragni is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ragni
Rahat,Unisex,Arabic,"Comfort, Rest","The name Rahat means Comfort, Rest and is of Arabic origin. Rahat is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/rahat
